date,title,label,object,domain,pmi,score_RISK,week
2026-01-16,Hilirisasi Bauksit hingga Bioavtur Masuk Agenda Groundbreaking Februari,DISCOURSE,Other Minerals,Industrial & Investment,4.58,0.0,2026-01-12
2024-09-24,Jokowi: Resesi dan Covid-19 Justru Buka Jalan RI Hilirisasi Mineral Mentah,DISCOURSE,Other Minerals,Industrial & Investment,3.39,0.0,2024-09-23
2025-06-10,Anggota DPR Ingatkan Pemerintah Tak Mudah Terbitkan Izin Tambang,EXECUTION,Nickel & EV,Mining & Upstream,4.88,0.0,2025-06-09
2025-06-10,Menteri Maman Sebut Izin Usaha Pertambangan UMKM Berbeda dengan Ormas,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-09
2025-11-29,Krisis Ekologi Sumatra: Sebuah Utopia Pembangunan Berkelanjutan,POLICY,Nickel & EV,Sustainability & ESG,4.56,0.0,2025-11-24
2025-12-15,"JK Kritik Industri Nikel Dikuasai Asing, Dampak Lingkungan Ditanggung Negara",DISCOURSE,Nickel & EV,Industrial & Investment,1.73,-1.5,2025-12-15
2025-10-11,"Ekonomi Babel Terhimpit: Smelter Belum Jalan, TKD Dipangkas Rp 245 Miliar",DISCOURSE,Other Minerals,Industrial & Investment,3.2,0.0,2025-10-06
2026-01-23,"3 Mayat Ditemukan di Area Pertambangan Barito Selatan Kalteng, Polisi Selidiki",DISCOURSE,General,General,3.0,0.0,2026-01-19
2025-11-15,"IWIP Libatkan UMKM dalam Rantai Pasok Industri, Nilai Kerja Sama Tembus Rp 4,4 Triliun",DISCOURSE,Nickel & EV,General,3.0,0.0,2025-11-10
2025-06-10,PT Gag Nikel Diberi Izin Menambang sampai 2047,DISCOURSE,Nickel & EV,Mining & Upstream,3.2,0.0,2025-06-09
2025-12-26,"Revisi UU P2SK, DPR Tegaskan Penguatan Tata Kelola Aset Kripto",DISCOURSE,General,General,3.8,0.0,2025-12-22
2026-01-19,UNIDO Nilai Eksploitasi Alam Jadi Tantangan Besar Transisi Industri Hijau,DISCOURSE,Nickel & EV,Industrial & Investment,3.2,0.0,2026-01-19
2025-08-31,"Nikel dan Wajah Baru Morowali, dari Tanah Leluhur ke Pusat Industri Dunia",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-08-25
2025-03-17,"Kelakar Prabowo Saat Resmikan Smelter Freeport: Kalau Terlalu Lama, Jadi Kampanye",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-03-17
2025-06-18,KKP Sebut Laut Raja Ampat Tak Terdampak Tambang: Ikan Masih Banyak...,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-16
2025-10-23,"Bangun Ekonomi Hijau, PLN dan Kompas100 CEO Forum Dorong Hilirisasi Berbasis Teknologi",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-10-20
2025-03-17,"Prabowo Targetkan Pembangunan 30 Proyek Raksasa Mulai Tahun Ini, Klaim Buka 8 Juta Lapangan Kerja",DISCOURSE,General,Industrial & Investment,3.43,0.0,2025-03-17
2025-12-28,KPK Diminta Ungkap Kekurangan Bukti Kasus Izin Tambang Nikel di Konawe Utara,POLICY,Nickel & EV,General,1.12,-4.0,2025-12-22
2025-10-27,Tambang dan Tanggung Jawab Negara,IMPACT,Other Minerals,Mining & Upstream,1.0,-30.0,2025-10-27
2026-01-19,KEPP Otsus Papua Sebut Pabrik Pupuk di Fakfak Bakal Tingkatkan Produktivitas Pertanian,DISCOURSE,General,Industrial & Investment,3.0,0.0,2026-01-19
2025-08-23,"3 Penambang Timah Tewas di Bangka Barat, Polisi Selidiki Standar Keselamatan Kerja",DISCOURSE,Other Minerals,Mining & Upstream,1.01,-4.0,2025-08-18
2025-12-23,[KALEIDOSKOP PROPERTI] Raksasa yang Tertidur Menolak Mati Suri,DISCOURSE,General,Industrial & Investment,3.47,0.0,2025-12-22
2025-06-13,"Efek Kelebihan Pasokan hingga Penurunan Kualitas, Apa Dampaknya untuk Saham Nikel?",DISCOURSE,Nickel & EV,General,3.0,0.0,2025-06-09
2025-12-13,"Hilirisasi Riset Kampus Tersumbat, Rektor UB Berharap Danantara Melancarkan",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-08
2025-12-28,"MAKI Sentil KPK ""Telmi"" yang Stop Kasus Izin Tambang yang Rugikan Negara Rp 2,7 Triliun",POLICY,Nickel & EV,General,1.03,-4.0,2025-12-22
2025-07-30,"Rosan Janji Kelapa Indonesia Tak Lagi Diekspor ke China, Pabrik Hilirisasi Segera Dibangun",IMPACT,General,Industrial & Investment,5.0,0.0,2025-07-28
2024-06-27,2 Menteri Resmikan Smelter Tembaga PT Freeport di Gresik,EXECUTION,Other Minerals,Industrial & Investment,4.97,0.0,2024-06-24
2026-01-02,"Harga Aluminium Tembus 3.000 Dollar AS per Ton, Tertinggi sejak 2022",DISCOURSE,Other Minerals,General,3.58,0.0,2025-12-29
2024-05-08,"Bangun Smelter Nikel Berkapasitas 7,5 Juta Ton, MMP Targetkan Selesai dalam 15 Bulan",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2024-05-06
2026-01-09,"PHK di Jateng Tembus 18.101 Orang pada 2025, Lebih Separuh dari Grup Sritex",DISCOURSE,General,General,1.01,-4.0,2026-01-05
2026-01-09,"Penjualan Motor 2025 Naik Tipis Tembus 6,4 Juta Unit",DISCOURSE,Coal & Energy,Industrial & Investment,3.0,0.0,2026-01-05
2026-01-01,"Limbah Produksi Garam Berpotensi untuk Industri Farmasi, tapi..",DISCOURSE,Other Minerals,Sustainability & ESG,3.0,0.0,2025-12-29
2025-06-10,"Greenpeace Desak Pemerintah Evaluasi Seluruh Izin Tambang Nikel, Tak Hanya di Raja Ampat",DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-09
2025-08-24,"Tambang Ilegal Marak, Bupati Gunung Mas Susun Payung Hukum BUMD Bisa Kelola Tambang Rakyat",POLICY,Other Minerals,Mining & Upstream,4.27,0.0,2025-08-18
2025-12-30,"Kisah Ardi, Dulu Driver Ojol, Lolos LPDP dan Kini Jadi Supervisor Nikel Morowali",DISCOURSE,Nickel & EV,General,3.0,0.0,2025-12-29
2025-07-31,"22 SMK Muhammadiyah Punya Jurusan Bidang Pertambangan, Ini Daftarnya",DISCOURSE,Other Minerals,General,3.0,0.0,2025-07-28
2024-09-09,"""Smelter"" Disewa PT Timah, Perusahaan yang Diwakili Harvey Moeis Dapat Rp 1,1 T",DISCOURSE,Other Minerals,Industrial & Investment,1.19,-2.0,2024-09-09
2025-09-18,Kejati Bengkulu Sita 15 Aset Tersangka Korupsi Pertambangan,POLICY,Coal & Energy,Mining & Upstream,1.0,-8.0,2025-09-15
2025-07-09,"Penyebab Warga Kalteng Terjerumus Narkoba, Wilayah Perkebunan dan Pertambangan Rentan",DISCOURSE,General,General,3.0,0.0,2025-07-07
2026-01-02,"Margin Laba Industri Otomotif China Menipis, Konsolidasi Jadi Solusi",DISCOURSE,Nickel & EV,Trade & Export,3.0,0.0,2025-12-29
2025-06-10,"Polemik Tambang di Raja Ampat, PT Gag Nikel: Kami Siap Patuhi Seluruh Mandat Pemerintah",EXECUTION,Nickel & EV,Mining & Upstream,4.88,0.0,2025-06-09
2025-06-13,"Operasi Gag Nikel di Raja Ampat Masih Tertahan, Dirut Baru Antam: Kita Enggak Mau Gegabah...",EXECUTION,Nickel & EV,Mining & Upstream,5.0,0.0,2025-06-09
2025-11-20,"Antisipasi Tambang Ilegal, Babel Siapkan Izin Pertambangan Rakyat 2026",DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-11-17
2025-09-03,"Keuangan Daerah Terdampak Pemangkasan Pusat, Kalteng Optimalkan Pajak Perkebunan hingga Pertambangan",DISCOURSE,Coal & Energy,General,3.0,0.0,2025-09-01
2026-01-12,"Daftar 10 Merek Terlaris 2025: Toyota Memimpin, BYD Mengejutkan",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2026-01-12
2025-06-30,Mitra Murni Perkasa Resmi Memasuki Tahap Awal Commissioning Smelter Nikel Matte,DISCOURSE,Nickel & EV,Industrial & Investment,3.24,0.0,2025-06-30
2026-01-19,Wamenhut: Ada 390.000 Hektar Hutan Sosial untuk Hilirisasi Perkebunan,IMPACT,General,Industrial & Investment,4.56,0.0,2026-01-19
2025-10-26,"Kata Bahlil, Daerah Harus Dapat Nilai Tambah Terbesar dari Hilirisasi",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-10-20
2025-12-21,"Lima Perusahaan Tambang di Sumbar Disegel, Ini Daftar Pelanggarannya",DISCOURSE,General,Sustainability & ESG,1.19,-2.0,2025-12-15
2025-07-23,"Tarif Impor AS Tak Guncang Smelter Nasional, Diversifikasi Ekspor Jadi Kunci Hilirisasi",DISCOURSE,Other Minerals,Industrial & Investment,3.24,0.0,2025-07-21
2025-08-22,Jejak Kasus Suap IUP di Kaltim hingga KPK Jemput Paksa Rudy Ong,POLICY,General,Mining & Upstream,1.12,-4.0,2025-08-18
2025-05-27,Kemenperin Dukung Hilirisasi Kemenyan Lantaran Potensi Pasarnya Besar,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-05-26
2025-12-23,Pengusaha Minta UMP 2026 Pertimbangkan Pengangguran dan Tekanan Industri,IMPACT,General,Trade & Export,5.0,0.0,2025-12-22
2025-05-27,"Gibran: Data Menjadi Informasi Berharga, The New Oil",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-05-26
2025-12-27,Industri Penunjang Migas Lokal Makin Percaya Diri Tekan Impor,DISCOURSE,Coal & Energy,Trade & Export,3.0,0.0,2025-12-22
2025-07-14,Gibran Sentil Ibu-ibu Pakai Parfum LV dan Gucci: Itu Kemenyan,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-07-14
2025-08-13,Bukit Asam (PTBA) Serius Garap Hilirisasi Batu Bara Meski Tantangan Berat,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-08-11
2025-12-22,"Tekanan Dagang, Toyota Pertimbangkan Impor Mobil Produksi AS",DISCOURSE,Nickel & EV,Trade & Export,4.15,0.0,2025-12-22
2025-10-14,"Setahun Prabowo-Gibran: Hilirisasi Enam Komoditas Perkebunan, Mesin Baru Penggerak Ekonomi Nasional",IMPACT,General,Industrial & Investment,4.91,0.0,2025-10-13
2024-12-16,"Dituntut Rp 2,2 Triliun, Bos Smelter: PT Timah Harus Kembalikan Balok Timah kepada Saya",DISCOURSE,Other Minerals,Industrial & Investment,1.0,-8.0,2024-12-16
2025-07-17,Walhi NTB Bakal Gugat PTUN Pasca-penerbitan Izin Pertambangan Rakyat di Pulau Sumbawa,DISCOURSE,Other Minerals,Sustainability & ESG,1.0,-10.0,2025-07-14
2024-10-09,Saksi Sebut Bos Smelter Timah Transfer Rp 50 M Ke Money Changer Helena Lim,DISCOURSE,Other Minerals,Industrial & Investment,1.19,-2.0,2024-10-07
2025-12-22,"Pelaku Industri Otomotif Minta Insentif Fiskal ke Pemerintah, Ada Apa?",DISCOURSE,General,Trade & Export,3.16,0.0,2025-12-22
2025-06-09,Danantara Makin Serius Jajaki Peluang Kerja Sama Hilirisasi Energi dengan BlackRock,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-06-09
2025-08-05,"Temui Menteri PPN, Bupati TRK Usulkan Rencana Pembangunan Infrastruktur dan Ekonomi di Nagan Raya",DISCOURSE,General,Industrial & Investment,3.76,0.0,2025-08-04
2025-04-30,Gibran Bicara Hilirisasi Kelautan: Kita Produsen Terbesar di Dunia,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-04-28
2025-10-21,Rosan Optimistis Investasi Asing Meningkat pada Kuarter IV atau Akhir 2025,DISCOURSE,General,Industrial & Investment,3.43,0.0,2025-10-20
2025-10-22,Mentan Ungkap Potensi Hilirisasi Kelapa Tembus Rp 2.400 Triliun,DISCOURSE,General,Trade & Export,3.0,0.0,2025-10-20
2025-07-18,Vale Indonesia (INCO) Masih Jajaki Partner Baru untuk Proyek Smelter di Sorowako,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-07-14
2025-08-21,Momen Rudy Ong Chandra Berjalan Membungkuk Masuki Ruang Pemeriksaan KPK demi Hindari Sorotan Media,POLICY,General,Mining & Upstream,1.0,-6.0,2025-08-18
2026-01-15,"Satgas PKH Kantongi Rp 7 T dari Denda 48 Perusahaan Sawit dan Tambang, Salim Group Paling Besar",DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2026-01-12
2026-01-23,Dari Davos untuk Industri Baja: Membaca Pidato Mark Carney dari Perspektif Indonesia,DISCOURSE,Other Minerals,Trade & Export,3.0,0.0,2026-01-19
2026-01-23,"Profil Lula Lahfah, Selebgram Multitalenta yang Merambah Dunia Akting dan Musik",DISCOURSE,General,General,3.0,0.0,2026-01-19
2026-01-24,"BKPM Sebut Hilirisasi Tambang Dorong Investasi, Sektor Nikel dan Timah Penyumbang Utama",POLICY,Other Minerals,Industrial & Investment,4.24,0.0,2026-01-19
2025-10-18,Keponakan Prabowo Akan Bangun Pusat Riset Timah Nasional di Bangka Belitung,DISCOURSE,Other Minerals,Industrial & Investment,3.39,0.0,2025-10-13
2025-09-28,Tanggal 28 September Memperingati Hari Apa? Ini Daftarnya,DISCOURSE,Other Minerals,General,3.0,0.0,2025-09-22
2025-11-13,"Air dan Tambang, Mewujudkan Keberlanjutan Tambang Nikel Indonesia",POLICY,Nickel & EV,Sustainability & ESG,4.38,0.0,2025-11-10
2025-12-24,Kementerian P2MI Bicara Penyaluran Pekerja Migran yang Pulang ke Tanah Air,DISCOURSE,General,General,3.39,0.0,2025-12-22
2025-12-28,"Industri Tekstil Tertekan, PHK Meluas Sepanjang 2025",IMPACT,General,Industrial & Investment,4.11,0.0,2025-12-22
2025-06-18,KKP Klaim Ekosistem Perairan Sekitar Pulau Gag Masih Baik Meski Ada Tambang Nikel,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-16
2024-06-28,[POPULER MONEY] BASF dan Eramet Mundur dari Proyek Nikel-Kobalt Weda Bay | Smelter Terbesar di Dunia Freeport Indonesia di Gresik Resmi Beroperasi,DISCOURSE,General,Trade & Export,3.0,0.0,2024-06-24
2025-11-17,Empat Miskonsepsi Besar Soal Nikel dan Kendaraan Listrik di Indonesia,DISCOURSE,Nickel & EV,Sustainability & ESG,3.0,0.0,2025-11-17
2024-11-04,"Sidang Kasus Timah, Bos Smelter Sebut Beri Insentif Harvey Moeis Rp 50 Juta-Rp 100 Juta Per Bulan",DISCOURSE,Other Minerals,Mining & Upstream,1.0,-10.0,2024-11-04
2025-09-12,"Satgas Segel Tambang Nikel PT TMS di Bombana, Diduga Milik Istri Gubernur Sultra",DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-09-08
2025-07-02,"Perkuat Hilirisasi Batu Bara, Bukit Asam Produksi Briket sebagai Energi Alternatif",EXECUTION,Other Minerals,Industrial & Investment,4.88,0.0,2025-06-30
2025-05-30,"Tantangan Industri Baja Nasional di Era Hilirisasi, Apa Saja?",DISCOURSE,Other Minerals,Industrial & Investment,3.43,0.0,2025-05-26
2024-01-04,"Soroti Kasus Tungku Smelter Meledak, Menperin Agus Siapkan Sanksi ke Perusahaan",DISCOURSE,General,Industrial & Investment,1.0,-5.0,2024-01-01
2025-06-09,"Pemerintah Sebut Tambang Nikel Pulau Gag Legal, Jatam: Menyesatkan",POLICY,Nickel & EV,Sustainability & ESG,4.91,0.0,2025-06-09
2025-11-21,Investasi Hilirisasi Tembus Rp 431 Triliun,EXECUTION,Other Minerals,Industrial & Investment,4.88,0.0,2025-11-17
2025-06-10,"Palem Raja Ampat Sudah Critically Endangered, Kini Tambang Datang Menghantam",DISCOURSE,Nickel & EV,Sustainability & ESG,3.0,0.0,2025-06-09
2024-09-24,"Profil dan Kekayaan Hilmi Panigoro, Pemilik Smelter Nasional Pertama Indonesia",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2024-09-23
2025-11-29,Bandara dan Pelabuhan IMIP: Infrastruktur dan Fakta yang Terabaikan,EXECUTION,Nickel & EV,Mining & Upstream,4.88,0.0,2025-11-24
2025-10-28,Bahlil Restui Amman Mineral (AMMN) Ekspor Konsentrat Tembaga 6 Bulan,DISCOURSE,Other Minerals,Trade & Export,3.0,0.0,2025-10-27
2025-06-26,Pelaku Penikaman Atasan di Perusahaan Tambang Nikel Ditangkap,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-06-23
2024-09-18,"PT Timah Gelontorkan Rp 11,1 Triliun Ke Smelter Swasta untuk Bayar Bijih Timah",DISCOURSE,Other Minerals,Industrial & Investment,1.19,-2.0,2024-09-16
2025-10-14,Inovasi “Rumah Dingin” dari Baja: Kolaborasi Industri dan Kampus Perpanjang Riset Efisiensi Energi,DISCOURSE,General,Sustainability & ESG,3.0,0.0,2025-10-13
2026-01-07,"IPA: Migas Masih Strategis di Tengah Transisi Energi, 1 Juta Barrel Bisa Dikejar",DISCOURSE,Coal & Energy,Mining & Upstream,3.72,0.0,2026-01-05
2026-01-05,"Peta Otomotif Asia Timur Bergeser, China Salip Jepang dan Tekan Korsel",DISCOURSE,Nickel & EV,Industrial & Investment,3.24,0.0,2026-01-05
2024-03-28,"Akui Negosiasi Alot, Jokowi Yakin Indonesia Bisa Dapatkan 61 Persen Saham Freeport",IMPACT,General,Industrial & Investment,5.0,0.0,2024-03-25
2025-12-07,IWIP Bantah Kabar Penyelundupan Nikel Ilegal di Bandara Khusus,DISCOURSE,Nickel & EV,General,3.2,0.0,2025-12-01
2026-01-13,"Jabar, Jatim, dan Jateng Puncaki Konsumsi Daging Sapi Nasional 2025",DISCOURSE,General,General,3.0,0.0,2026-01-12
2025-07-24,Antareja Mahada Makmur Dapat Kontrak Jumbo Tambang Nikel di Konawe Utara,EXECUTION,Nickel & EV,Mining & Upstream,4.88,0.0,2025-07-21
2025-03-17,"Prabowo Resmikan Smelter Emas Freeport di Gresik, Nilai Investasi Rp 10 Triliun",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-03-17
2025-06-06,Bahlil: Tambang Nikel Raja Ampat Jaraknya 30-40 KM dari Daerah Pariwisata,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-02
2025-08-19,"Sejarah Minyak di Blora, dari Sumur Ledok 1893 hingga Blok Cepu",DISCOURSE,Coal & Energy,General,3.0,0.0,2025-08-18
2025-10-20,Responsible Mining Jadi Kunci Masa Depan Tambang Indonesia,DISCOURSE,Nickel & EV,Sustainability & ESG,3.72,0.0,2025-10-20
2025-08-20,"Buah Sukun Jadi Pengganti Beras, Kementerian Dorong Petani Bentuk Badan Usaha Koperasi",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-08-18
2026-01-23,"Penjualan REC PLN Tumbuh 19,65 Persen, Industri Berat dan Manufaktur Besar Jadi Pendorong Utama",DISCOURSE,Coal & Energy,Sustainability & ESG,3.0,0.0,2026-01-19
2025-02-03,FEB UI Sebut Hilirisasi Tambang Membangun Masa Depan Ekonomi Inklusif di Indonesia,DISCOURSE,Other Minerals,Industrial & Investment,1.09,-2.5,2025-02-03
2025-06-15,"Sherly Tjoanda: Maluku Utara adalah Negeri Raja-raja, Kita Diberkati Alam Melimpah",DISCOURSE,Nickel & EV,Trade & Export,3.0,0.0,2025-06-09
2025-06-26,Warga Kepulauan Akui Menang Menolak Migas di Sumenep,DISCOURSE,General,Sustainability & ESG,3.76,0.0,2025-06-23
2025-07-24,DPR: Pengawasan Digital dan Regulasi Jadi Kunci Berantas Tambang Ilegal,POLICY,Other Minerals,Mining & Upstream,2.28,-2.5,2025-07-21
2026-01-09,Techno9 Indonesia (NINE) Perkuat Bisnis Tambang lewat Aset di Mongolia,DISCOURSE,General,Industrial & Investment,3.62,0.0,2026-01-05
2024-09-24,Erick Thohir: Smelter Bauksit di Kalimantan Beri Dampak 3 Kali Lipat ke Ekonomi RI,IMPACT,Other Minerals,Industrial & Investment,5.0,0.0,2024-09-23
2026-01-07,Teknologi AI Jadi Cara Industri Berat Kejar Target Nol Emisi,DISCOURSE,Coal & Energy,Sustainability & ESG,3.0,0.0,2026-01-05
2025-10-15,Bahlil Sebut Izin Operasi Tambang Gag Nikel Tunggu Hasil Audit Lingkungan,EXECUTION,Nickel & EV,Sustainability & ESG,5.0,0.0,2025-10-13
2024-09-25,"Pejabat PT Timah Minta Kajian Kerja Sama Sewa Smelter Dibuat ""Backdate""",DISCOURSE,Other Minerals,Industrial & Investment,1.01,-4.0,2024-09-23
2025-11-06,Prabowo Minta 18 Proyek Hilirisasi Rp 600 Triliun Rampung Akhir 2025,EXECUTION,Other Minerals,Trade & Export,4.84,0.0,2025-11-03
2026-01-13,"Jurusan SMK Perlu Ditata Ulang Ikuti Kebutuhan Dunia Kerja, Ini Saran Pakar UM",DISCOURSE,General,Trade & Export,3.0,0.0,2026-01-12
2025-10-09,"Mentan: Hilirisasi Pertanian Akan Buka 1,6 Juta Lapangan Kerja",DISCOURSE,General,Industrial & Investment,3.39,0.0,2025-10-06
2025-10-21,"Tak Tertib Amdal, Empat Perusahaan Tambang di Kalteng Kena Sanksi",DISCOURSE,Coal & Energy,Sustainability & ESG,1.0,-17.5,2025-10-20
2024-01-07,PGN Salurkan Gas Alam Cair ke Smelter di Sulawesi Tenggara,DISCOURSE,Coal & Energy,Industrial & Investment,1.09,-2.5,2024-01-01
2024-12-30,"Kasus Korupsi Rp 300 Triliun, Bos Smelter Timah Divonis 5 Tahun Penjara",DISCOURSE,Other Minerals,Mining & Upstream,1.0,-12.0,2024-12-30
2025-06-12,"Mahasiswa Demo Tolak Tambang Nikel di Raja Ampat hingga PSN di Sorong, Minta Menteri ESDM Cabut UIP PT Gag Nikel",EXECUTION,Nickel & EV,Mining & Upstream,5.0,0.0,2025-06-09
2025-05-07,Bahlil Lahadalia Ditetapkan Jadi Tokoh Hilirisasi oleh PPK Kosgoro 1957,POLICY,General,Industrial & Investment,4.11,0.0,2025-05-05
2025-06-10,Menteri LH Singgung Ancaman Pidana bagi Perusahaan Tambang Nikel di Raja Ampat yang Izinnya Dicabut,DISCOURSE,Nickel & EV,Sustainability & ESG,1.0,-12.5,2025-06-09
2025-07-01,"Demi Tembus Pasar AS dan Eropa, Harita Nickel (NCKL) Jalani Audit Terketat di Dunia",EXECUTION,Nickel & EV,Trade & Export,4.88,0.0,2025-06-30
2025-06-11,Kejagung Baru Bisa Usut Pelanggaran IUP Raja Ampat kalau Ada Laporan Masyarakat,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-09
2024-02-10,Tom Lembong Sebut Hilirisasi Nikel di Indonesia Terlalu Dipaksakan,DISCOURSE,Nickel & EV,Industrial & Investment,3.24,0.0,2024-02-05
2025-06-05,"ITS Buka Prodi Baru S1 Pertambangan, Cek Biaya Kuliah Jalur Mandiri 2025",DISCOURSE,General,General,3.88,0.0,2025-06-02
2025-12-26,Alasan KPK Setop Penyidikan Izin Tambang Konawe Utara: Tak Cukup Bukti,POLICY,Nickel & EV,Trade & Export,1.0,-6.0,2025-12-22
2026-01-24,"Mobil Nasional Bukan Sekadar Merek, tapi Kedaulatan Teknologi",DISCOURSE,Coal & Energy,General,3.0,0.0,2026-01-19
2025-12-31,ISSC: 100 Jembatan Bailey Bisa Dibangun Per Bulan dari Baja Dalam Negeri,DISCOURSE,General,Trade & Export,3.72,0.0,2025-12-29
2026-01-09,Bahlil Pangkas Produksi Batu Bara 2026 Jadi 600 Juta Ton,DISCOURSE,Nickel & EV,Mining & Upstream,3.58,0.0,2026-01-05
2025-09-15,"Tambang Nikel PT Gag Raja Ampat Kembali Beroperasi, Prabowo Perintahkan Pengawasan Lebih Intensif",EXECUTION,Nickel & EV,Sustainability & ESG,5.0,0.0,2025-09-15
2025-10-30,"Korupsi Pertambangan Rugikan Negara Rp 500 Miliar, Kejati Bengkulu Tetapkan Tersangka Ke-13",POLICY,General,General,1.01,-6.0,2025-10-27
2026-01-23,"Pemprov Jateng Dorong Kawasan Industri di Tengah–Selatan untuk Pemerataan Investasi, Kebumen Paling Potensial",IMPACT,Coal & Energy,Industrial & Investment,4.11,0.0,2026-01-19
2025-05-14,Pemprov Maluku Tawarkan Solusi bagi Koperasi Tanpa Izin Pertambangan Rakyat di Gunung Botak,DISCOURSE,Other Minerals,General,3.0,0.0,2025-05-12
2026-01-19,"Usut Dugaan Korupsi Bauksit, Kejati Kalbar Geledah PT DSM Dikawal TNI",DISCOURSE,Other Minerals,Mining & Upstream,1.0,-6.0,2026-01-19
2025-09-04,KEK Galang Batang Jadikan Bintan Pusat Pertumbuhan Ekonomi Baru,IMPACT,Other Minerals,Industrial & Investment,5.0,0.0,2025-09-01
2026-01-15,"18.815 Pekerja di Jabar Kena PHK Sepanjang 2025, Bogor dan Bekasi Terbanyak",IMPACT,General,Trade & Export,4.11,0.0,2026-01-12
2025-06-12,Bos Baru Antam Sebut Operasi Gag Nikel Tunggu Arahan Pemerintah,EXECUTION,Nickel & EV,Mining & Upstream,5.0,0.0,2025-06-09
2024-10-10,"Sandra Dewi Dihadirkan dalam Sidang Hari Ini, Berikut Jejaknya dalam Kasus Korupsi Timah",DISCOURSE,Other Minerals,Industrial & Investment,1.01,-4.0,2024-10-07
2025-11-03,"Kemenaker: 104 Kecelakaan Kerja Terjadi di ""Smelter"" Nikel, SOP hingga K3 Masih Diabaikan",DISCOURSE,Nickel & EV,Industrial & Investment,1.0,-5.0,2025-11-03
2026-01-08,Kemenhut Bantah Kantor Digeledah Kejagung Terkait Dugaan Korupsi Nikel,DISCOURSE,Nickel & EV,Mining & Upstream,1.0,-6.0,2026-01-05
2026-01-16,IWIP Target Pangkas 4 Juta CO2 per Tahun lewat PLTS hingga Truk Listrik,DISCOURSE,Coal & Energy,Sustainability & ESG,3.83,0.0,2026-01-12
2026-01-15,"Mobil Nasional Bukan Sekadar Produk, Ekosistem Jadi Penentu",EXECUTION,Nickel & EV,Industrial & Investment,4.88,0.0,2026-01-12
